Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
ZTO,Industrials,18.93,0.4,45.85,49.02,Neutral,2.16,18.9691,Neutral,★★★☆☆ →,1.2,0.0,-0.18,No,Not expected,Not imminent,1.8,Increasing,0.0,1.2,-0.0017,0.0012,-0.0028,59.97,64.3,18.8519,Above VWAP,18.98,Low,,580.0,,-
EBC,Financial Services,17.37,1.28,45.81,47.28,Neutral,2.79,17.528,Neutral,★★★☆☆ →,2.54,0.0,-0.9,No,Not expected,Not imminent,2.0,Decreasing,0.03,2.54,-0.0843,-0.1094,0.0251,67.05,68.83,16.6664,Bullish MACD; Above VWAP,17.46,Low,,475.0,,-
UVXY,Unknown,12.45,6.41,45.78,61.45,Neutral,6.88,10.9349,Bullish,★★★☆☆ →,12.98,0.0,13.86,No,Likely soon,Imminent,1.4,Increasing,0.0,12.98,0.2585,0.0051,0.2534,73.19,60.08,18.0859,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,12.77,High,,99.0,,-
KIM,Real Estate,20.14,0.12,45.77,34.87,Neutral,1.99,20.7537,Bearish,★★★☆☆ →,-1.49,0.0,-2.98,No,Not expected,Not imminent,1.8,Decreasing,0.0,-1.49,-0.2917,-0.2802,-0.0115,9.4,13.81,21.1909,Balanced metrics,20.07,Low,,1011.5,,-
ETOR,Financial Services,38.98,1.19,45.76,50.57,Neutral,6.38,38.5053,Bullish,★★★☆☆ →,13.18,0.0,1.23,No,Not expected,Not imminent,1.6,Increasing,0.01,13.18,0.364,-0.0717,0.4357,65.42,69.1,53.9951,Healthy momentum; Bullish MACD,40.01,High,,97.0,,-
HSIC,Healthcare,70.36,-1.26,45.75,56.92,Neutral,3.09,69.2322,Bullish,★★★☆☆ →,-1.75,0.0,1.62,No,Not expected,Not imminent,1.7,Increasing,0.0,-1.75,1.5202,1.695,-0.1748,77.05,84.46,70.6668,Balanced metrics,70.11,Low,,1044.0,,-
ARCC,Financial Services,19.49,-0.99,45.74,36.24,Neutral,1.9,20.1127,Bearish,★★★☆☆ →,-3.87,0.0,-3.12,No,Not expected,Not imminent,2.3,Decreasing,0.01,-3.87,-0.1029,0.0003,-0.1032,14.95,29.08,20.7054,Balanced metrics,19.33,Low,,1273.5,,-
BSV,Unknown,78.84,0.09,45.71,56.39,Neutral,0.12,78.7749,Neutral,★★★☆☆ →,0.12,0.0,0.08,No,Not expected,Not imminent,2.0,Increasing,0.03,0.12,0.0165,0.021,-0.0045,60.03,59.77,76.8608,Bullish Stochastic; Above VWAP,78.86,Low,,725.5,,-
NTRA,Healthcare,210.82,2.32,45.62,69.02,Neutral,3.92,198.4983,Bullish,★★★☆☆ →,7.31,0.0,6.2,No,Not expected,Not imminent,1.9,Increasing,1.0,7.31,4.9585,5.1274,-0.1688,82.79,76.56,161.3585,Strong trend; Healthy momentum; Recent high; Bullish Stochastic; Above VWAP,213.9,Low,,210.0,,-
APLE,Real Estate,11.55,-0.09,45.59,48.34,Neutral,2.51,11.5858,Neutral,★★★☆☆ →,3.4,0.0,-0.31,No,Not expected,Not imminent,1.6,Increasing,0.0,3.4,0.032,0.0191,0.0128,64.97,68.93,12.2554,Bullish MACD,11.63,Low,,395.5,,-
SRTY,Unknown,13.05,0.38,45.56,64.82,Neutral,4.73,11.772,Bullish,★★★☆☆ →,11.05,0.0,10.85,No,Likely soon,Not imminent,1.7,Increasing,0.0,11.05,0.4134,0.19,0.2234,86.17,82.19,15.2399,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,13.34,Low,,126.0,,-
BSX,Healthcare,100.51,-1.23,45.52,49.02,Neutral,1.92,101.0363,Neutral,★★★☆☆ →,1.69,0.0,-0.52,No,Not expected,Not imminent,2.1,Decreasing,0.01,1.69,0.5833,0.6475,-0.0642,51.26,67.87,100.086,Above VWAP,100.85,Low,,538.5,,-
UE,Real Estate,18.56,-0.11,45.51,34.38,Neutral,1.99,19.2109,Bearish,★★★☆☆ →,-2.57,0.0,-3.39,No,Not expected,Not imminent,2.1,Decreasing,0.0,-2.57,-0.2544,-0.2236,-0.0308,8.96,15.3,19.3748,Balanced metrics,18.46,Low,,1145.5,,-
PRO,Technology,23.12,0.0,45.44,76.8,Overbought,0.17,22.9718,Neutral,★★★☆☆ ↓,0.04,0.0,0.65,Possible,Not expected,Not imminent,1.8,Decreasing,0.0,0.04,0.0791,0.1323,-0.0532,73.53,78.06,19.8537,Above VWAP,23.12,High,,749.0,,-
BRX,Real Estate,26.02,0.23,45.43,39.45,Neutral,1.9,26.6073,Bearish,★★★☆☆ →,-1.29,0.0,-2.21,No,Not expected,Not imminent,1.8,Decreasing,0.0,-1.29,-0.2061,-0.1603,-0.0458,21.72,24.15,26.022,Balanced metrics,25.95,Low,,981.0,,-
FSK,Financial Services,15.23,-0.56,45.28,48.17,Neutral,2.33,15.2773,Neutral,★★★☆☆ →,2.04,0.0,-0.34,No,Not expected,Not imminent,2.5,Increasing,0.0,2.04,0.0747,0.0754,-0.0007,53.45,61.49,17.8815,Balanced metrics,15.29,Low,,505.5,,-
CAH,Healthcare,206.76,0.28,45.25,86.13,Overbought,3.26,191.5681,Bullish,★★★☆☆ ↓,5.85,0.0,7.93,Possible,Not expected,Not imminent,2.3,Increasing,1.0,5.85,8.9782,9.6668,-0.6885,94.43,94.83,144.5032,Strong trend; Healthy momentum; Recent high; Above VWAP,209.18,High,,263.0,,-
TNDM,Healthcare,18.42,0.41,45.24,65.97,Neutral,7.32,16.3002,Bullish,★★★☆☆ →,21.07,0.0,12.97,No,Likely soon,Not imminent,1.8,Increasing,0.0,21.07,1.0013,0.6993,0.302,89.5,88.68,19.4702,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,19.19,High,,37.0,,-
CWAN,Technology,20.71,3.71,45.2,65.24,Neutral,5.19,18.6076,Bullish,★★★☆☆ →,19.23,0.0,11.3,No,Likely soon,Imminent,1.8,Increasing,0.0,19.23,0.5294,0.1056,0.4239,84.23,77.33,22.5846,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,21.51,High,,45.0,,-
SQQQ,Unknown,15.42,3.88,45.19,60.45,Neutral,4.91,14.2361,Bullish,★★★☆☆ →,11.79,0.0,8.29,No,Likely soon,Imminent,1.8,Increasing,0.0,11.79,0.2328,-0.0456,0.2784,79.81,70.85,23.3734,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,15.78,Low,,113.0,,-
SFD,Consumer Defensive,21.35,0.8,45.18,41.63,Neutral,1.92,21.6602,Bearish,★★★☆☆ →,-1.92,0.0,-1.43,No,Not expected,Not imminent,1.7,Decreasing,0.01,-1.92,-0.1238,-0.0986,-0.0252,11.75,16.89,21.9093,Balanced metrics,21.27,Low,,1065.5,,-
SEIC,Financial Services,78.61,-0.23,45.17,32.52,Neutral,1.96,81.7606,Bearish,★★★☆☆ →,-3.72,0.0,-3.86,No,Not expected,Not imminent,2.3,Decreasing,0.01,-3.72,-0.6604,-0.2412,-0.4191,18.66,36.57,82.9266,Balanced metrics,78.02,Low,,1252.0,,-
GGLL,Unknown,84.24,-0.59,45.07,59.41,Neutral,6.68,80.296,Bullish,★★★☆☆ →,4.05,0.0,4.91,No,Not expected,Not imminent,2.4,Increasing,0.12,4.05,2.3004,3.2585,-0.9581,51.93,51.65,43.6194,Strong trend; Bullish Stochastic; Above VWAP,84.92,High,,345.0,,-
IEI,Unknown,119.61,0.12,45.06,53.69,Neutral,0.2,119.5096,Neutral,★★★☆☆ →,0.13,0.0,0.08,No,Not expected,Not imminent,2.0,Increasing,0.04,0.13,0.0114,0.0146,-0.0032,55.04,53.41,116.1294,Bullish Stochastic; Above VWAP,119.64,Low,,722.5,,-
TRNO,Real Estate,59.81,-0.38,45.04,51.01,Neutral,2.17,59.8884,Neutral,★★★☆☆ →,3.29,0.0,-0.12,No,Not expected,Not imminent,1.7,Increasing,0.0,3.29,0.3001,0.3426,-0.0425,60.59,66.62,58.5011,Above VWAP,60.21,Low,,407.5,,-
QSR,Consumer Cyclical,67.33,-1.07,45.02,48.93,Neutral,2.3,67.8092,Neutral,★★★☆☆ →,1.66,0.0,-0.71,No,Not expected,Not imminent,2.0,Increasing,0.01,1.66,0.3312,0.4165,-0.0853,58.98,74.11,65.0136,Above VWAP,67.55,Low,,543.5,,-
EAT,Consumer Cyclical,121.54,0.37,45.02,54.49,Neutral,4.27,115.7764,Bullish,★★★☆☆ →,16.23,0.0,4.98,No,Not expected,Not imminent,1.6,Increasing,0.0,16.23,0.0815,-2.9751,3.0566,69.59,60.08,146.9001,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,125.49,Low,,69.0,,-
MGY,Energy,22.29,-0.13,45.01,45.88,Neutral,2.8,22.5342,Bearish,★★★☆☆ →,2.43,0.0,-1.08,No,Not expected,Not imminent,2.1,Increasing,0.0,2.43,-0.0324,-0.1188,0.0865,69.97,74.23,23.1339,Bullish MACD,22.4,Low,,482.5,,-
RDY,Healthcare,13.99,0.25,45.0,52.08,Neutral,1.33,13.8778,Neutral,★★★☆☆ →,3.9,0.0,0.84,No,Not expected,Not imminent,2.1,Decreasing,0.01,3.9,-0.0059,-0.0946,0.0887,78.76,63.02,14.0698,Bullish MACD; Bullish Stochastic,14.1,Low,,355.5,,-
UNG,Unknown,13.9,-1.59,45.0,53.76,Neutral,3.81,13.7738,Neutral,★★★☆☆ →,-0.25,0.0,0.88,No,Not expected,Not imminent,1.9,Increasing,0.0,-0.25,0.3142,0.362,-0.0479,68.01,78.93,15.6812,Balanced metrics,13.89,Low,,833.5,,-
WMB,Energy,59.46,-0.76,44.96,48.1,Neutral,2.7,59.7401,Neutral,★★★☆☆ →,5.21,0.0,-0.48,No,Not expected,Not imminent,1.8,Decreasing,0.02,5.21,0.0822,-0.1783,0.2605,76.28,77.98,57.4612,Healthy momentum; Bullish MACD; Above VWAP,60.07,Low,,282.5,,-
UVIX,Unknown,12.09,9.11,44.91,60.7,Neutral,8.82,10.2607,Bullish,★★★☆☆ →,16.59,0.0,17.83,No,Likely soon,Imminent,1.5,Increasing,0.0,16.59,0.2738,-0.0443,0.3181,69.72,55.92,19.8952,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,12.49,High,,68.0,,-
SON,Consumer Cyclical,39.77,-1.34,44.9,44.28,Neutral,2.61,40.3736,Bearish,★★★☆☆ →,0.56,0.0,-1.49,No,Not expected,Not imminent,1.7,Decreasing,0.0,0.56,0.0351,-0.0295,0.0646,51.01,62.28,43.9981,Bullish MACD,39.81,Low,,650.0,,-
CHD,Consumer Defensive,82.99,-0.04,44.9,38.64,Neutral,2.34,85.1205,Bearish,★★★☆☆ →,-3.84,0.0,-2.51,No,Not expected,Not imminent,1.9,Decreasing,0.0,-3.84,-0.7238,-0.5146,-0.2092,34.0,42.47,96.967,Balanced metrics,82.35,Low,,1268.5,,-
CLBT,Technology,18.15,-0.14,44.88,55.49,Neutral,4.57,17.3686,Bullish,★★★☆☆ →,14.12,0.0,4.47,No,Not expected,Not imminent,2.0,Increasing,0.0,14.12,0.1866,-0.2049,0.3915,65.5,66.28,18.324,Strong trend; Healthy momentum; Bullish MACD,18.66,Low,,91.0,,-
CART,Consumer Cyclical,41.25,1.83,44.82,61.24,Neutral,4.11,38.9592,Bullish,★★★☆☆ →,13.11,0.0,5.88,No,Not expected,Not imminent,1.6,Increasing,0.0,13.11,0.7483,0.1118,0.6364,86.84,87.78,42.9197,Strong trend; Healthy momentum; Bullish MACD,42.33,Low,,98.0,,-
NAMS,Healthcare,38.7,0.36,44.81,57.9,Neutral,7.13,37.227,Bullish,★★★☆☆ →,5.94,0.0,3.96,No,Not expected,Not imminent,1.9,Increasing,0.03,5.94,0.6475,0.7697,-0.1223,62.2,53.96,24.4342,Strong trend; Healthy momentum; Bullish Stochastic; Above VWAP,39.16,High,,259.0,,-
WCN,Industrials,171.05,1.03,44.75,52.02,Neutral,1.6,169.5032,Neutral,★★★☆☆ →,1.38,0.0,0.92,No,Not expected,Not imminent,1.7,Decreasing,0.0,1.38,-0.3994,-1.1268,0.7274,64.53,49.12,183.2802,Bullish MACD; Bullish Stochastic,171.53,Low,,572.0,,-
ARR,Real Estate,16.48,0.24,44.74,61.96,Neutral,1.77,16.1821,Bullish,★★★☆☆ →,1.58,0.0,1.84,No,Not expected,Not imminent,2.0,Decreasing,0.0,1.58,0.1838,0.2369,-0.0531,65.43,63.77,15.2509,Bullish Stochastic; Above VWAP,16.53,Low,,551.0,,-
NIQ,Unknown,14.21,0.35,44.74,56.83,Neutral,4.27,13.5641,Bullish,★★★☆☆ →,16.0,0.0,4.76,No,Not expected,Not imminent,1.7,Increasing,0.01,16.0,0.221,-0.0915,0.3124,68.37,70.45,16.5872,Strong trend; Healthy momentum; Bullish MACD,14.66,Low,,71.0,,-
ATEC,Healthcare,19.71,-0.81,44.68,67.2,Neutral,4.87,18.6919,Bullish,★★★☆☆ →,1.49,0.0,5.45,No,Not expected,Not imminent,2.2,Increasing,0.14,1.49,0.833,1.0403,-0.2073,71.99,76.36,12.8445,Strong trend; Above VWAP,19.77,Low,,559.0,,-
RCI,Communication Services,38.74,0.55,44.68,60.05,Neutral,1.74,38.0703,Bullish,★★★☆☆ →,1.79,0.0,1.76,No,Not expected,Not imminent,2.0,Decreasing,0.05,1.79,0.2002,0.203,-0.0027,57.58,52.35,30.5403,Bullish Stochastic; Above VWAP,38.88,Low,,530.5,,-
VGIT,Unknown,60.09,0.1,44.67,52.58,Neutral,0.23,60.0579,Neutral,★★★☆☆ →,0.1,0.0,0.05,No,Not expected,Not imminent,2.0,Increasing,0.03,0.1,0.0012,0.0056,-0.0044,50.54,49.81,58.0661,Bullish Stochastic; Above VWAP,60.1,Low,,732.5,,-
AOS,Industrials,63.41,0.16,44.67,31.59,Neutral,1.92,66.1367,Bearish,★★★☆☆ →,-2.67,0.0,-4.12,No,Not expected,Not imminent,1.8,Decreasing,0.0,-2.67,-0.991,-0.8454,-0.1456,4.56,12.51,67.2305,Balanced metrics,63.07,Low,,1159.0,,-
DDOG,Technology,177.34,-1.62,44.55,55.69,Neutral,5.35,174.6344,Bullish,★★★☆☆ →,12.59,0.0,1.55,No,Not expected,Not imminent,2.0,Increasing,0.11,12.59,5.6484,7.0714,-1.4231,57.24,63.6,134.8751,Healthy momentum; Above VWAP,181.81,High,,105.0,,-
SPTI,Unknown,28.92,0.05,44.54,52.23,Neutral,0.24,28.9018,Neutral,★★★☆☆ →,0.12,0.0,0.05,No,Not expected,Not imminent,2.0,Increasing,0.03,0.12,0.001,0.0028,-0.0018,51.96,50.92,27.9086,Bullish Stochastic; Above VWAP,28.92,Low,,725.5,,-
HL,Basic Materials,14.1,0.86,44.51,55.0,Neutral,7.42,13.7369,Bullish,★★★☆☆ →,17.79,0.0,2.64,No,Not expected,Not imminent,1.9,Increasing,0.14,17.79,0.3839,0.3854,-0.0015,56.33,64.18,7.4383,Strong trend; Healthy momentum; Above VWAP,14.6,High,,60.0,,-
SNV,Financial Services,44.85,1.33,44.5,44.04,Neutral,2.83,45.6042,Bearish,★★★☆☆ →,0.18,0.0,-1.65,No,Not expected,Not imminent,1.8,Increasing,0.01,0.18,-0.1239,-0.1747,0.0508,51.15,67.95,48.8847,Bullish MACD,44.87,Low,,698.5,,-
HCA,Healthcare,476.28,-0.17,44.49,65.48,Neutral,2.67,462.7851,Bullish,★★★☆☆ →,0.98,0.0,2.92,No,Not expected,Not imminent,2.3,Decreasing,0.5,0.98,6.917,7.9178,-1.0009,87.11,85.28,359.4344,Strong trend; Bullish Stochastic; Above VWAP,477.21,Low,,612.5,,-
RSG,Industrials,212.98,1.51,44.49,50.1,Neutral,1.71,211.1312,Neutral,★★★☆☆ →,2.52,0.0,0.88,No,Not expected,Not imminent,2.3,Decreasing,0.01,2.52,-1.3414,-2.8815,1.5401,63.47,43.0,229.4389,Bullish MACD; Bullish Stochastic,214.05,Low,,476.0,,-
ADBE,Technology,323.86,-0.37,44.48,36.35,Neutral,2.18,335.3626,Bearish,★★★☆☆ →,-3.43,0.0,-3.43,No,Not expected,Not imminent,2.2,Decreasing,0.0,-3.43,-4.3007,-3.5991,-0.7016,12.43,18.86,392.5473,Balanced metrics,321.64,Low,,1217.5,,-
TVTX,Healthcare,35.99,1.55,44.44,67.12,Neutral,6.05,32.8103,Bullish,★★★☆☆ →,5.45,0.0,9.69,No,Likely soon,Not imminent,1.8,Increasing,0.14,5.45,1.5214,1.6471,-0.1257,80.24,76.67,20.7878,Strong trend; Healthy momentum; Bullish Stochastic; Above VWAP,36.38,High,,274.0,,-
HON,Industrials,192.21,-1.97,44.41,41.87,Neutral,2.0,196.751,Bearish,★★★☆☆ →,-1.58,0.0,-2.31,No,Not expected,Not imminent,1.6,Decreasing,0.01,-1.58,-0.3632,0.1423,-0.5055,33.52,44.08,200.8131,Balanced metrics,191.6,Low,,1025.0,,-
BXSL,Financial Services,26.08,-0.5,44.34,42.5,Neutral,1.93,26.4436,Bearish,★★★☆☆ →,-0.53,0.0,-1.37,No,Not expected,Not imminent,2.2,Decreasing,0.0,-0.53,-0.0338,0.0146,-0.0484,33.72,44.36,28.3371,Balanced metrics,26.05,Low,,875.0,,-
NVDS,Unknown,33.38,3.45,44.32,55.53,Neutral,5.75,31.6114,Bullish,★★★☆☆ →,12.47,0.0,5.6,No,Not expected,Not imminent,1.7,Increasing,0.0,12.47,0.2111,-0.3191,0.5302,71.17,65.08,51.0629,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,34.21,High,,106.0,,-
CGAU,Basic Materials,11.91,0.85,44.32,55.75,Neutral,4.11,11.6895,Bullish,★★★☆☆ →,6.53,0.0,1.89,No,Not expected,Not imminent,2.0,Decreasing,0.03,6.53,0.1608,0.1657,-0.0049,58.4,69.3,8.0049,Healthy momentum; Above VWAP,12.07,Low,,237.5,,-
PINC,Healthcare,28.19,0.02,44.2,63.21,Neutral,0.16,28.1025,Neutral,★★★☆☆ →,0.16,0.0,0.33,No,Not expected,Not imminent,2.0,Decreasing,0.02,0.16,0.0451,0.0627,-0.0176,77.58,75.66,22.4879,Bullish Stochastic; Above VWAP,28.2,Low,,703.5,,-
LAUR,Consumer Defensive,30.45,1.82,44.2,52.88,Neutral,5.58,30.22,Neutral,★★★☆☆ →,2.66,0.0,0.76,No,Not expected,Not imminent,2.4,Increasing,0.05,2.66,0.1181,0.1855,-0.0674,69.71,64.2,23.8077,Bullish Stochastic; Above VWAP,30.61,High,,467.0,,-
SHOO,Consumer Cyclical,36.8,-0.49,44.2,55.1,Neutral,4.37,36.4552,Neutral,★★★☆☆ →,12.06,0.0,0.95,No,Not expected,Not imminent,1.5,Increasing,0.0,12.06,0.6644,0.7983,-0.1339,65.48,72.26,28.8863,Healthy momentum; Above VWAP,37.69,Low,,110.0,,-
EXPE,Consumer Cyclical,243.74,-0.17,44.15,54.14,Neutral,5.01,240.7449,Bullish,★★★☆☆ →,14.9,0.0,1.24,No,Not expected,Not imminent,1.9,Increasing,0.14,14.9,8.1677,8.6501,-0.4824,59.59,71.92,187.6338,Healthy momentum; Above VWAP,251.0,High,,84.0,,-
JAAA,Unknown,50.63,-0.03,44.14,74.75,Overbought,0.08,50.5547,Neutral,★★★☆☆ ↓,0.15,0.0,0.16,No,Not expected,Not imminent,2.3,Decreasing,0.5,0.15,0.0457,0.0471,-0.0013,78.53,84.89,49.2929,Above VWAP,50.65,High,,710.5,,-
SSNC,Technology,80.92,-0.3,44.13,36.21,Neutral,2.09,83.8418,Bearish,★★★☆☆ →,-5.6,0.0,-3.48,No,Not expected,Not imminent,2.1,Decreasing,0.01,-5.6,-0.5979,-0.0894,-0.5085,11.46,28.04,81.4438,Balanced metrics,80.01,Low,,1395.0,,-
CPRI,Consumer Cyclical,21.67,-0.12,44.06,52.04,Neutral,4.54,21.5647,Neutral,★★★☆☆ →,4.66,0.0,0.51,No,Not expected,Not imminent,2.1,Increasing,0.0,4.66,0.0896,0.1136,-0.0241,69.72,69.39,19.6857,Bullish Stochastic; Above VWAP,21.88,Low,,305.0,,-
NWBI,Financial Services,11.52,1.32,44.02,42.12,Neutral,1.99,11.7628,Bearish,★★★☆☆ →,-0.46,0.0,-2.06,No,Not expected,Not imminent,1.6,Decreasing,0.0,-0.46,-0.094,-0.0829,-0.0111,29.57,35.87,12.036,Balanced metrics,11.51,Low,,863.5,,-
IBN,Financial Services,30.95,-0.37,43.98,50.82,Neutral,1.37,30.8304,Neutral,★★★☆☆ →,1.79,0.0,0.4,No,Not expected,Not imminent,1.7,Decreasing,0.01,1.79,0.0259,-0.0921,0.118,82.28,80.6,31.2659,Bullish MACD; Bullish Stochastic,31.07,Low,,530.5,,-
SHW,Basic Materials,325.07,-0.53,43.96,37.06,Neutral,2.15,336.9244,Bearish,★★★☆☆ →,-5.0,0.0,-3.52,No,Not expected,Not imminent,1.7,Decreasing,0.0,-5.0,-2.7859,-0.6155,-2.1703,7.25,10.55,348.1853,Balanced metrics,321.81,Low,,1344.5,,-
MLTX,Healthcare,13.51,4.0,43.94,48.31,Neutral,5.35,12.3799,Bullish,★★★☆☆ →,33.37,0.0,9.13,No,Likely soon,Imminent,2.0,Increasing,0.02,33.37,0.3187,-0.4701,0.7888,95.26,92.81,18.4048,Strong trend; Healthy momentum; Bullish MACD; Bullish Stochastic,14.41,High,,14.0,,-
YETI,Consumer Cyclical,36.07,0.28,43.9,52.77,Neutral,3.99,35.8178,Neutral,★★★☆☆ →,10.98,0.0,0.7,No,Not expected,Not imminent,2.1,Increasing,0.0,10.98,0.5761,0.5882,-0.0122,61.57,72.41,34.2002,Healthy momentum; Above VWAP,36.86,Low,,127.0,,-
CORT,Healthcare,74.82,-0.39,43.89,47.9,Neutral,4.75,75.506,Neutral,★★★☆☆ →,5.24,0.0,-0.9,No,Not expected,Not imminent,1.8,Increasing,0.0,5.24,0.0362,-0.1946,0.2308,63.32,67.73,71.5024,Healthy momentum; Bullish MACD; Above VWAP,75.61,Low,,279.0,,-
TPG,Financial Services,54.74,-0.83,43.88,44.85,Neutral,3.9,55.8313,Bearish,★★★☆☆ →,3.29,0.0,-1.95,No,Not expected,Not imminent,2.2,Increasing,0.0,3.29,0.0725,-0.0437,0.1162,63.28,75.17,54.1958,Bullish MACD; Above VWAP,55.1,Low,,407.5,,-
SKT,Real Estate,32.91,-0.11,43.85,45.74,Neutral,2.54,33.4291,Bearish,★★★☆☆ →,-2.22,0.0,-1.54,No,Not expected,Not imminent,1.7,Increasing,0.0,-2.22,0.0816,0.2468,-0.1652,50.93,62.28,31.8716,Above VWAP,32.77,Low,,1105.5,,-
BWA,Consumer Cyclical,43.53,0.23,43.81,46.15,Neutral,2.76,44.2454,Bearish,★★★☆☆ →,-1.29,0.0,-1.62,No,Not expected,Not imminent,2.0,Decreasing,0.14,-1.29,0.1169,0.3698,-0.2529,55.01,67.84,34.0053,Above VWAP,43.42,Low,,981.0,,-
MGA,Consumer Cyclical,47.88,0.17,43.77,50.68,Neutral,2.7,48.1093,Neutral,★★★☆☆ →,-2.15,0.0,-0.48,No,Not expected,Not imminent,2.1,Increasing,0.14,-2.15,0.4205,0.7205,-0.3,59.0,69.94,39.5064,Above VWAP,47.67,Low,,1093.0,,-
UNM,Financial Services,75.96,0.05,43.76,49.46,Neutral,2.56,76.2201,Neutral,★★★☆☆ →,-2.86,0.0,-0.34,No,Not expected,Not imminent,1.9,Increasing,0.0,-2.86,0.1772,0.2662,-0.089,60.08,65.81,75.4068,Above VWAP,75.53,Low,,1181.5,,-
SMST,Unknown,55.63,-15.44,43.75,62.75,Neutral,11.64,46.7377,Bullish,★★★☆☆ →,28.54,0.0,19.03,No,Likely soon,Not imminent,1.9,Increasing,0.0,28.54,6.4757,5.0279,1.4478,80.86,89.2,60.3323,Strong trend; Healthy momentum; Bullish MACD,58.81,High,,18.0,,-
TPH,Consumer Cyclical,30.7,0.07,43.73,35.95,Neutral,2.38,31.8276,Bearish,★★★☆☆ →,-2.54,0.0,-3.54,No,Not expected,Not imminent,1.7,Decreasing,0.0,-2.54,-0.3151,-0.2357,-0.0794,26.19,34.56,33.3136,Balanced metrics,30.54,Low,,1143.0,,-
LNW,Consumer Cyclical,87.0,-1.13,43.73,62.59,Neutral,5.23,81.6147,Bullish,★★★☆☆ →,18.17,0.0,6.6,No,Not expected,Not imminent,2.2,Increasing,0.0,18.17,2.8611,1.5375,1.3236,74.12,74.12,87.5684,Strong trend; Healthy momentum; Bullish MACD,90.16,High,,56.0,,-
GIS,Consumer Defensive,47.36,0.82,43.72,49.47,Neutral,1.81,47.213,Neutral,★★★☆☆ →,2.1,0.0,0.3,No,Not expected,Not imminent,1.6,Decreasing,0.0,2.1,-0.1106,-0.3191,0.2085,59.41,53.99,53.5252,Bullish MACD; Bullish Stochastic,47.55,Low,,501.5,,-
DK,Energy,40.96,2.5,43.7,63.93,Neutral,6.09,38.7693,Bullish,★★★☆☆ →,7.02,0.0,5.65,No,Not expected,Not imminent,2.1,Increasing,0.12,7.02,1.0972,1.2948,-0.1976,66.88,63.73,22.187,Strong trend; Healthy momentum; Bullish Stochastic; Above VWAP,41.54,High,,218.5,,-
ACM,Industrials,128.63,-2.49,43.66,41.5,Neutral,2.4,131.7002,Bearish,★★★☆☆ →,-1.67,0.0,-2.33,No,Not expected,Not imminent,2.0,Increasing,0.05,-1.67,-0.2028,0.1107,-0.3135,56.41,65.93,110.8255,Above VWAP,128.2,Low,,1037.5,,-
FHB,Financial Services,23.78,1.67,43.51,44.91,Neutral,2.17,24.1432,Bearish,★★★☆☆ →,-1.48,0.0,-1.5,No,Not expected,Not imminent,1.7,Decreasing,0.0,-1.48,-0.0951,0.0191,-0.1142,17.07,27.73,24.326,Balanced metrics,23.71,Low,,1008.5,,-
APD,Basic Materials,252.22,-0.34,43.51,44.37,Neutral,2.69,255.6446,Bearish,★★★☆☆ →,4.76,0.0,-1.34,No,Not expected,Not imminent,2.0,Increasing,0.0,4.76,0.4598,-0.151,0.6108,63.93,74.99,285.5937,Bullish MACD,254.62,Low,,298.0,,-
ILMN,Healthcare,120.26,0.15,43.49,63.39,Neutral,5.2,114.5762,Bullish,★★★☆☆ →,2.91,0.0,4.96,No,Not expected,Not imminent,1.7,Increasing,0.0,2.91,3.9966,4.8187,-0.8221,82.3,82.73,101.6762,Strong trend; Above VWAP,120.96,High,,438.0,,-
IAC,Communication Services,32.54,-0.34,43.43,42.55,Neutral,3.24,33.2273,Bearish,★★★☆☆ →,1.69,0.0,-2.07,No,Not expected,Not imminent,1.7,Increasing,0.01,1.69,-0.0646,-0.0251,-0.0394,65.65,74.99,36.1158,Balanced metrics,32.65,Low,,538.5,,-
HOPE,Financial Services,9.95,1.12,43.41,37.67,Neutral,2.16,10.3322,Bearish,★★★☆☆ →,-3.13,0.0,-3.7,No,Not expected,Not imminent,1.6,Decreasing,0.0,-3.13,-0.1181,-0.0611,-0.057,12.75,16.5,10.4413,Balanced metrics,9.89,Low,,1199.5,,-
KBH,Consumer Cyclical,58.14,-0.7,43.4,32.4,Neutral,2.36,60.6832,Bearish,★★★☆☆ →,-4.14,0.0,-4.19,No,Not expected,Not imminent,1.7,Decreasing,0.0,-4.14,-0.7506,-0.434,-0.3166,8.18,13.25,60.0223,Balanced metrics,57.66,Low,,1285.0,,-
