Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
VCLT,Unknown,76.34,0.14,64.14,39.29,Neutral,0.66,77.1246,Bearish,★★★★☆ →,-0.44,0.0,-1.02,No,Not expected,Not imminent,2.2,Increasing,0.05,-0.44,Balanced metrics,76.27,Low,,783.5,,-
RRC,Energy,38.15,-0.21,64.13,55.97,Neutral,3.33,37.4166,Bullish,★★★★☆ →,3.33,0.0,1.96,No,Not expected,Not imminent,2.1,Decreasing,0.01,3.33,Balanced metrics,38.4,Low,,352.0,,-
EQNR,Energy,24.28,-0.65,64.11,51.33,Neutral,1.82,24.1935,Neutral,★★★★☆ →,1.21,0.0,0.36,No,Not expected,Not imminent,1.8,Decreasing,0.01,1.21,Balanced metrics,24.34,Low,,517.0,,-
EIX,Utilities,57.76,-1.62,64.1,56.25,Neutral,2.13,57.0446,Bullish,★★★★☆ →,6.2,0.0,1.25,No,Not expected,Not imminent,1.9,Decreasing,0.0,6.2,Healthy momentum,58.48,Low,,204.0,,-
BHF,Financial Services,65.62,-0.24,64.08,71.03,Overbought,4.75,58.5661,Bullish,★★★★☆ ↓,22.48,0.0,12.04,No,Likely soon,Not imminent,1.8,Increasing,0.09,22.48,Strong trend; Healthy momentum,68.57,High,,29.0,,-
CNTA,Healthcare,27.32,-1.05,64.05,66.47,Neutral,7.83,24.3997,Bullish,★★★★☆ →,14.12,0.0,11.97,No,Likely soon,Not imminent,1.8,Increasing,0.25,14.12,Strong trend; Healthy momentum,28.09,High,,72.0,,-
CGON,Healthcare,41.25,0.59,64.05,53.25,Neutral,6.25,40.4842,Bullish,★★★★☆ →,-1.55,0.0,1.89,No,Not expected,Not imminent,1.8,Increasing,0.03,-1.55,Balanced metrics,41.12,High,,939.0,,-
MDT,Healthcare,96.28,0.43,64.05,62.58,Neutral,1.61,93.9723,Bullish,★★★★☆ →,6.74,0.0,2.46,No,Not expected,Not imminent,2.3,Decreasing,0.02,6.74,Healthy momentum,97.58,Low,,185.0,,-
BJ,Consumer Defensive,92.66,-1.82,64.04,50.38,Neutral,2.67,92.3509,Neutral,★★★★☆ →,2.03,0.0,0.33,No,Not expected,Not imminent,2.0,Increasing,0.0,2.03,Balanced metrics,93.04,Low,,448.0,,-
USIG,Unknown,51.8,0.06,64.04,42.62,Neutral,0.32,51.9908,Neutral,★★★★☆ →,-0.1,0.0,-0.37,No,Not expected,Not imminent,2.4,Increasing,0.05,-0.1,Balanced metrics,51.79,Low,,726.5,,-
MU,Technology,241.95,-1.98,63.94,61.46,Neutral,6.4,228.4701,Bullish,★★★★☆ →,3.09,0.0,5.9,No,Not expected,Not imminent,2.4,Increasing,0.12,3.09,Strong trend,243.45,High,,361.0,,-
KR,Consumer Defensive,66.1,-0.91,63.94,52.2,Neutral,1.99,65.4725,Neutral,★★★★☆ →,4.75,0.0,0.96,No,Not expected,Not imminent,1.9,Decreasing,0.01,4.75,Balanced metrics,66.73,Low,,274.0,,-
ELS,Real Estate,61.76,-0.58,63.86,51.31,Neutral,1.81,61.6446,Neutral,★★★★☆ →,2.25,0.0,0.19,No,Not expected,Not imminent,1.7,Decreasing,0.0,2.25,Balanced metrics,62.04,Low,,424.0,,-
ATEC,Healthcare,19.87,0.66,63.81,69.44,Neutral,4.92,18.5847,Bullish,★★★★☆ →,3.01,0.0,6.92,No,Not expected,Not imminent,2.2,Increasing,0.17,3.01,Strong trend,19.99,Low,,369.0,,-
USHY,Unknown,37.21,-0.16,63.77,43.26,Neutral,0.31,37.3339,Neutral,★★★★☆ →,-0.11,0.0,-0.33,No,Not expected,Not imminent,1.8,Increasing,0.05,-0.11,Balanced metrics,37.2,Low,,731.0,,-
JNK,Unknown,96.46,-0.18,63.74,43.28,Neutral,0.33,96.7971,Neutral,★★★★☆ →,-0.12,0.0,-0.35,No,Not expected,Not imminent,1.9,Increasing,0.05,-0.12,Balanced metrics,96.44,Low,,736.0,,-
OCUL,Healthcare,11.89,5.22,63.68,56.4,Neutral,4.48,11.3783,Bullish,★★★★☆ →,4.21,0.0,4.5,No,Not expected,Not imminent,1.8,Increasing,0.01,4.21,Strong trend,11.99,Low,,298.5,,-
STLD,Basic Materials,155.07,-0.22,63.66,55.65,Neutral,3.09,153.1288,Bullish,★★★★☆ →,-0.58,0.0,1.27,No,Not expected,Not imminent,2.0,Decreasing,0.05,-0.58,Balanced metrics,154.89,Low,,817.5,,-
HSY,Consumer Defensive,179.0,-0.11,63.63,51.86,Neutral,3.23,176.5679,Bullish,★★★★☆ →,10.28,0.0,1.38,No,Not expected,Not imminent,2.0,Increasing,0.02,10.28,Healthy momentum,182.68,Low,,120.0,,-
ETOR,Financial Services,38.52,-4.89,63.63,49.19,Neutral,6.41,38.4553,Neutral,★★★★☆ →,5.62,0.0,0.17,No,Not expected,Not imminent,1.6,Increasing,0.01,5.62,Healthy momentum,38.95,High,,227.0,,-
RDY,Healthcare,13.96,0.14,63.62,51.07,Neutral,1.98,13.8655,Neutral,★★★★☆ →,4.1,0.0,0.68,No,Not expected,Not imminent,2.1,Decreasing,0.01,4.1,Balanced metrics,14.07,Low,,306.5,,-
HYG,Unknown,80.09,-0.16,63.62,43.63,Neutral,0.31,80.3438,Neutral,★★★★☆ →,-0.06,0.0,-0.32,No,Not expected,Not imminent,1.8,Increasing,0.05,-0.06,Balanced metrics,80.08,Low,,719.0,,-
VCIT,Unknown,83.56,0.0,63.6,43.74,Neutral,0.31,83.8045,Neutral,★★★★☆ →,-0.04,0.0,-0.29,No,Not expected,Not imminent,2.2,Increasing,0.05,-0.04,Balanced metrics,83.55,Low,,711.5,,-
ETR,Utilities,95.54,0.52,63.59,52.83,Neutral,1.88,95.3484,Neutral,★★★★☆ →,-0.71,0.0,0.2,No,Not expected,Not imminent,1.9,Decreasing,0.03,-0.71,Balanced metrics,95.4,Low,,831.5,,-
SHYG,Unknown,42.69,-0.09,63.59,43.83,Neutral,0.27,42.795,Neutral,★★★★☆ →,-0.14,0.0,-0.25,No,Not expected,Not imminent,1.8,Increasing,0.05,-0.14,Balanced metrics,42.68,Low,,742.5,,-
SUI,Real Estate,125.79,-0.81,63.58,51.19,Neutral,2.13,125.4335,Neutral,★★★★☆ →,1.02,0.0,0.28,No,Not expected,Not imminent,1.8,Decreasing,0.01,1.02,Balanced metrics,126.05,Low,,540.0,,-
PR,Energy,13.68,0.37,63.58,62.76,Neutral,3.16,13.0024,Bullish,★★★★☆ →,8.49,0.0,5.21,No,Not expected,Not imminent,1.9,Increasing,0.0,8.49,Strong trend; Healthy momentum,13.91,Low,,144.0,,-
DDOG,Technology,180.26,-2.57,63.58,58.4,Neutral,5.19,174.3496,Bullish,★★★★☆ →,11.22,0.0,3.39,No,Not expected,Not imminent,2.0,Increasing,0.12,11.22,Strong trend; Healthy momentum,184.31,High,,106.5,,-
T,Communication Services,25.47,-0.47,63.54,48.42,Neutral,2.01,25.3859,Neutral,★★★★☆ →,3.83,0.0,0.33,No,Not expected,Not imminent,2.1,Decreasing,0.02,3.83,Balanced metrics,25.67,Low,,327.0,,-
SJNK,Unknown,25.22,-0.08,63.51,43.97,Neutral,0.28,25.2865,Neutral,★★★★☆ →,-0.12,0.0,-0.26,No,Not expected,Not imminent,1.9,Increasing,0.05,-0.12,Balanced metrics,25.21,Low,,736.0,,-
SCHI,Unknown,22.92,0.0,63.44,44.1,Neutral,0.31,22.9848,Neutral,★★★★☆ →,0.0,0.0,-0.28,No,Not expected,Not imminent,2.2,Increasing,0.05,0.0,Balanced metrics,,Low,,695.0,,-
PSLV,Financial Services,16.54,-1.14,63.41,52.59,Neutral,2.93,16.4472,Neutral,★★★★☆ →,3.44,0.0,0.56,No,Not expected,Not imminent,1.9,Decreasing,0.03,3.44,Balanced metrics,16.65,Low,,345.0,,-
BLV,Unknown,70.33,0.2,63.39,42.15,Neutral,0.63,70.8679,Neutral,★★★★☆ →,-0.47,0.0,-0.76,No,Not expected,Not imminent,2.1,Increasing,0.05,-0.47,Balanced metrics,70.26,Low,,790.5,,-
INFY,Technology,16.77,0.72,63.34,50.32,Neutral,1.74,16.7496,Neutral,★★★★☆ →,2.19,0.0,0.12,No,Not expected,Not imminent,1.7,Decreasing,0.0,2.19,Balanced metrics,16.84,Low,,430.5,,-
ADMA,Healthcare,15.42,-0.9,63.31,51.2,Neutral,5.05,15.297,Neutral,★★★★☆ →,0.33,0.0,0.8,No,Not expected,Not imminent,1.7,Increasing,0.0,0.33,Balanced metrics,15.43,High,,603.0,,-
PPL,Utilities,36.8,0.11,63.29,49.97,Neutral,1.49,36.7951,Neutral,★★★★☆ →,1.07,0.0,0.01,No,Not expected,Not imminent,2.0,Decreasing,0.03,1.07,Balanced metrics,36.88,Low,,533.0,,-
LMND,Financial Services,67.07,-4.85,63.29,53.66,Neutral,10.11,66.3728,Bullish,★★★★☆ →,8.99,0.0,1.05,No,Not expected,Not imminent,1.7,Increasing,0.14,8.99,Healthy momentum,68.28,High,,135.0,,-
BNDX,Unknown,49.5,0.08,63.29,44.39,Neutral,0.17,49.6085,Neutral,★★★★☆ →,-0.4,0.0,-0.22,No,Not expected,Not imminent,1.8,Increasing,0.04,-0.4,Balanced metrics,49.46,Low,,777.0,,-
CDNA,Healthcare,15.51,-2.67,63.24,51.69,Neutral,6.16,15.463,Neutral,★★★★☆ →,5.01,0.0,0.3,No,Not expected,Not imminent,1.7,Increasing,0.0,5.01,Healthy momentum,15.67,High,,256.0,,-
COGT,Healthcare,33.75,0.63,63.24,82.68,Overbought,9.93,23.5967,Bullish,★★★★☆ ↓,117.74,0.0,43.03,Possible,Likely soon,Not imminent,2.0,Increasing,0.17,117.74,Strong trend; Healthy momentum,41.7,High,,2.0,,-
VCYT,Healthcare,39.28,-0.18,63.17,53.82,Neutral,6.02,38.9166,Neutral,★★★★☆ →,7.76,0.0,0.93,No,Not expected,Not imminent,1.8,Increasing,0.0,7.76,Healthy momentum,39.89,High,,162.0,,-
TIP,Unknown,110.77,0.02,63.13,44.82,Neutral,0.27,111.0194,Neutral,★★★★☆ →,-0.15,0.0,-0.22,No,Not expected,Not imminent,2.2,Increasing,0.04,-0.15,Balanced metrics,110.74,Low,,744.5,,-
NUE,Basic Materials,148.67,0.6,63.12,58.01,Neutral,3.12,144.8382,Bullish,★★★★☆ →,0.37,0.0,2.65,No,Not expected,Not imminent,2.0,Decreasing,0.05,0.37,Strong trend,148.78,Low,,597.0,,-
STX,Technology,261.38,1.23,63.09,53.73,Neutral,8.11,259.0024,Neutral,★★★★☆ →,-1.57,0.0,0.92,No,Not expected,Not imminent,2.8,Increasing,0.12,-1.57,Balanced metrics,260.56,High,,941.5,,-
EXPE,Consumer Cyclical,244.16,-7.75,63.07,54.38,Neutral,5.18,240.4296,Bullish,★★★★☆ →,13.24,0.0,1.55,No,Not expected,Not imminent,1.9,Increasing,0.17,13.24,Healthy momentum,250.63,High,,78.0,,-
CNK,Communication Services,29.59,-0.97,63.07,60.41,Neutral,3.89,28.4934,Bullish,★★★★☆ →,10.66,0.0,3.85,No,Not expected,Not imminent,1.8,Increasing,0.0,10.66,Strong trend; Healthy momentum,30.22,Low,,112.0,,-
XLU,Unknown,89.56,0.9,63.06,51.6,Neutral,1.21,89.4808,Neutral,★★★★☆ →,0.46,0.0,0.09,No,Not expected,Not imminent,2.2,Decreasing,0.03,0.46,Balanced metrics,89.64,Low,,589.0,,-
SCHP,Unknown,26.8,0.0,63.03,45.08,Neutral,0.28,26.8563,Neutral,★★★★☆ →,-0.11,0.0,-0.21,No,Not expected,Not imminent,2.1,Increasing,0.04,-0.11,Balanced metrics,26.79,Low,,731.0,,-
CHRW,Industrials,152.64,-0.1,63.03,67.19,Neutral,3.7,145.6256,Bullish,★★★★☆ →,0.32,0.0,4.82,No,Not expected,Not imminent,2.1,Increasing,0.05,0.32,Strong trend,152.74,Low,,606.0,,-
OS,Technology,20.72,-4.43,62.97,53.53,Neutral,7.24,20.3436,Bullish,★★★★☆ →,8.88,0.0,1.85,No,Not expected,Not imminent,2.0,Increasing,0.0,8.88,Healthy momentum,21.09,High,,139.0,,-
IMNM,Healthcare,18.13,5.78,62.97,64.68,Neutral,7.25,16.1895,Bullish,★★★★☆ →,6.65,0.0,11.99,No,Likely soon,Not imminent,2.0,Increasing,1.0,6.65,Strong trend; Healthy momentum; Recent high,18.37,High,,188.0,,-
THS,Consumer Defensive,23.55,-1.3,62.94,72.36,Overbought,4.07,21.033,Bullish,★★★★☆ ↓,25.53,0.0,11.97,No,Likely soon,Not imminent,1.5,Increasing,0.0,25.53,Strong trend; Healthy momentum,24.75,High,,21.0,,-
PGX,Unknown,11.29,-0.62,62.89,32.04,Neutral,0.64,11.4502,Bearish,★★★★☆ →,-1.05,0.0,-1.4,No,Not expected,Not imminent,1.9,Increasing,0.02,-1.05,Balanced metrics,11.27,Low,,877.5,,-
AGG,Unknown,100.02,0.02,62.84,45.46,Neutral,0.27,100.2363,Neutral,★★★★☆ →,-0.07,0.0,-0.22,No,Not expected,Not imminent,2.0,Increasing,0.05,-0.07,Balanced metrics,100.01,Low,,720.5,,-
NVDD,Unknown,38.73,1.81,62.82,52.46,Neutral,4.13,37.9646,Bullish,★★★★☆ →,10.25,0.0,2.02,No,Not expected,Not imminent,1.7,Increasing,0.0,10.25,Healthy momentum,39.52,Low,,121.0,,-
TVTX,Healthcare,35.44,2.72,62.82,65.72,Neutral,6.04,32.4756,Bullish,★★★★☆ →,2.64,0.0,9.13,No,Likely soon,Not imminent,1.8,Increasing,0.17,2.64,Strong trend,35.63,High,,395.0,,-
NOV,Energy,15.02,-4.45,62.8,55.25,Neutral,3.41,14.8334,Bullish,★★★★☆ →,-0.2,0.0,1.26,No,Not expected,Not imminent,2.1,Decreasing,0.0,-0.2,Balanced metrics,15.01,Low,,754.5,,-
QTWO,Technology,70.21,-3.09,62.79,56.66,Neutral,4.29,67.9329,Bullish,★★★★☆ →,12.14,0.0,3.35,No,Not expected,Not imminent,1.7,Increasing,0.0,12.14,Strong trend; Healthy momentum,71.91,Low,,90.0,,-
SHOO,Consumer Cyclical,36.98,-2.48,62.76,56.21,Neutral,4.5,36.4189,Bullish,★★★★☆ →,12.74,0.0,1.54,No,Not expected,Not imminent,1.5,Increasing,0.0,12.74,Healthy momentum,37.92,Low,,84.5,,-
G,Technology,43.74,-2.56,62.75,61.45,Neutral,3.2,41.9711,Bullish,★★★★☆ →,14.74,0.0,4.21,No,Not expected,Not imminent,1.9,Increasing,0.0,14.74,Strong trend; Healthy momentum,45.03,Low,,64.0,,-
PNW,Utilities,89.16,0.87,62.73,50.2,Neutral,1.58,89.0478,Neutral,★★★★☆ →,-0.32,0.0,0.13,No,Not expected,Not imminent,2.0,Decreasing,0.01,-0.32,Balanced metrics,89.1,Low,,766.5,,-
BND,Unknown,74.2,0.05,62.65,45.87,Neutral,0.27,74.3509,Neutral,★★★★☆ →,-0.07,0.0,-0.2,No,Not expected,Not imminent,2.2,Increasing,0.05,-0.07,Balanced metrics,74.19,Low,,720.5,,-
COO,Healthcare,71.35,-1.08,62.62,52.2,Neutral,2.4,71.0274,Neutral,★★★★☆ →,2.19,0.0,0.45,No,Not expected,Not imminent,1.8,Decreasing,0.0,2.19,Balanced metrics,71.66,Low,,430.5,,-
TLT,Unknown,89.09,0.25,62.61,43.37,Neutral,0.71,89.7982,Neutral,★★★★☆ →,-0.72,0.0,-0.79,No,Not expected,Not imminent,2.0,Increasing,0.04,-0.72,Balanced metrics,88.96,Low,,833.0,,-
CSIQ,Technology,28.47,-15.23,62.58,62.29,Neutral,14.58,24.2893,Bullish,★★★★☆ →,25.01,0.0,17.19,No,Likely soon,Not imminent,2.3,Increasing,0.25,25.01,Strong trend; Healthy momentum,29.89,High,,22.0,,-
IUSB,Unknown,46.6,0.02,62.55,46.11,Neutral,0.27,46.6915,Neutral,★★★★☆ →,-0.04,0.0,-0.2,No,Not expected,Not imminent,2.2,Increasing,0.05,-0.04,Balanced metrics,46.6,Low,,711.5,,-
SPTL,Unknown,26.9,0.22,62.55,44.35,Neutral,0.65,27.0701,Neutral,★★★★☆ →,-0.55,0.0,-0.63,No,Not expected,Not imminent,2.0,Increasing,0.04,-0.55,Balanced metrics,26.87,Low,,811.0,,-
EQT,Energy,59.04,-1.44,62.48,62.2,Neutral,3.32,57.0153,Bullish,★★★☆☆ →,6.01,0.0,3.55,No,Not expected,Not imminent,2.0,Decreasing,0.17,6.01,Strong trend; Healthy momentum,59.75,Low,,212.0,,-
FBND,Unknown,46.27,0.04,62.47,46.21,Neutral,0.29,46.3646,Neutral,★★★☆☆ →,-0.11,0.0,-0.2,No,Not expected,Not imminent,2.1,Increasing,0.05,-0.11,Balanced metrics,46.26,Low,,731.0,,-
ITW,Industrials,241.41,-1.05,62.46,37.38,Neutral,1.54,246.0746,Bearish,★★★☆☆ →,-0.71,0.0,-1.9,No,Not expected,Not imminent,1.7,Decreasing,0.0,-0.71,Balanced metrics,241.07,Low,,831.5,,-
MUB,Unknown,107.09,0.11,62.45,53.64,Neutral,0.24,107.0932,Neutral,★★★☆☆ →,0.03,0.0,-0.0,No,Not expected,Not imminent,1.9,Increasing,0.14,0.03,Balanced metrics,107.1,Low,,683.0,,-
VGLT,Unknown,56.75,0.27,62.44,44.69,Neutral,0.65,57.0922,Neutral,★★★☆☆ →,-0.53,0.0,-0.6,No,Not expected,Not imminent,2.0,Increasing,0.04,-0.53,Balanced metrics,56.69,Low,,804.0,,-
H,Consumer Cyclical,148.96,-2.19,62.44,52.11,Neutral,3.42,148.4018,Neutral,★★★☆☆ →,9.0,0.0,0.38,No,Not expected,Not imminent,2.0,Increasing,0.0,9.0,Healthy momentum,151.64,Low,,134.0,,-
BUFR,Unknown,33.45,-0.48,62.41,44.69,Neutral,0.6,33.6267,Neutral,★★★☆☆ →,-0.98,0.0,-0.53,No,Not expected,Not imminent,2.2,Increasing,0.05,-0.98,Balanced metrics,33.38,Low,,872.0,,-
VLTO,Industrials,98.07,-0.72,62.4,35.69,Neutral,1.96,99.933,Bearish,★★★☆☆ →,-0.88,0.0,-1.86,No,Not expected,Not imminent,1.6,Decreasing,0.01,-0.88,Balanced metrics,97.9,Low,,859.0,,-
MBB,Unknown,95.01,-0.06,62.4,46.25,Neutral,0.33,95.2492,Neutral,★★★☆☆ →,-0.11,0.0,-0.25,No,Not expected,Not imminent,2.1,Increasing,0.05,-0.11,Balanced metrics,94.99,Low,,731.0,,-
SPYD,Unknown,42.43,-1.26,62.39,40.72,Neutral,1.2,42.9599,Bearish,★★★☆☆ →,0.35,0.0,-1.23,No,Not expected,Not imminent,1.8,Increasing,0.0,0.35,Balanced metrics,42.46,Low,,600.0,,-
WM,Industrials,207.97,-0.57,62.34,50.75,Neutral,1.84,206.1336,Neutral,★★★☆☆ →,5.69,0.0,0.89,No,Not expected,Not imminent,2.0,Decreasing,0.01,5.69,Healthy momentum,210.34,Low,,220.5,,-
TLH,Unknown,102.92,0.22,62.32,45.63,Neutral,0.57,103.3829,Neutral,★★★☆☆ →,-0.37,0.0,-0.45,No,Not expected,Not imminent,2.0,Increasing,0.04,-0.37,Balanced metrics,102.84,Low,,772.5,,-
SPHQ,Unknown,72.6,-1.16,62.32,40.29,Neutral,1.05,73.687,Bearish,★★★☆☆ →,-1.61,0.0,-1.48,No,Not expected,Not imminent,2.2,Decreasing,0.05,-1.61,Balanced metrics,72.37,Low,,947.0,,-
YUM,Consumer Cyclical,148.03,-0.66,62.29,53.22,Neutral,2.19,146.9641,Neutral,★★★☆☆ →,6.21,0.0,0.73,No,Not expected,Not imminent,1.7,Decreasing,0.0,6.21,Healthy momentum,149.87,Low,,202.5,,-
OI,Consumer Cyclical,12.82,-2.81,62.28,53.1,Neutral,4.93,12.6407,Bullish,★★★☆☆ →,9.01,0.0,1.42,No,Not expected,Not imminent,1.9,Increasing,0.01,9.01,Healthy momentum,13.05,Low,,133.0,,-
WMB,Energy,59.91,-1.77,62.26,50.11,Neutral,2.7,59.7701,Neutral,★★★☆☆ →,1.49,0.0,0.23,No,Not expected,Not imminent,1.8,Decreasing,0.02,1.49,Balanced metrics,60.09,Low,,491.5,,-
FRO,Energy,25.3,-0.71,62.26,62.38,Neutral,2.92,24.2086,Bullish,★★★☆☆ →,4.37,0.0,4.51,No,Not expected,Not imminent,1.9,Decreasing,0.25,4.37,Strong trend,25.52,Low,,289.0,,-
SCZ,Unknown,75.51,-1.1,62.25,42.68,Neutral,0.88,76.2805,Bearish,★★★☆☆ →,-0.8,0.0,-1.01,No,Not expected,Not imminent,2.0,Increasing,0.05,-0.8,Balanced metrics,75.39,Low,,849.5,,-
BINC,Unknown,52.99,-0.09,62.24,46.86,Neutral,0.19,53.0603,Neutral,★★★☆☆ →,-0.04,0.0,-0.13,No,Not expected,Not imminent,2.5,Increasing,0.05,-0.04,Balanced metrics,52.99,Low,,711.5,,-
XLP,Unknown,76.77,-0.63,62.22,43.51,Neutral,1.12,77.2557,Neutral,★★★☆☆ →,1.44,0.0,-0.63,No,Not expected,Not imminent,1.7,Decreasing,0.01,1.44,Balanced metrics,76.99,Low,,495.0,,-
SPAB,Unknown,25.81,0.08,62.18,46.75,Neutral,0.33,25.855,Neutral,★★★☆☆ →,0.0,0.0,-0.17,No,Not expected,Not imminent,2.0,Decreasing,0.04,0.0,Balanced metrics,,Low,,695.0,,-
SPIB,Unknown,33.75,0.03,62.15,47.11,Neutral,0.22,33.7905,Neutral,★★★☆☆ →,0.06,0.0,-0.12,No,Not expected,Not imminent,2.0,Increasing,0.05,0.06,Balanced metrics,33.75,Low,,678.0,,-
WDC,Technology,162.45,2.93,62.04,63.58,Neutral,7.33,150.612,Bullish,★★★☆☆ →,2.8,0.0,7.86,No,Not expected,Not imminent,2.8,Increasing,0.12,2.8,Strong trend,163.36,High,,384.5,,-
SPHR,Communication Services,75.13,-2.58,62.03,62.37,Neutral,4.9,71.9351,Bullish,★★★☆☆ →,13.25,0.0,4.44,No,Not expected,Not imminent,2.0,Increasing,0.17,13.25,Strong trend; Healthy momentum,77.12,Low,,77.0,,-
SCHZ,Unknown,23.39,-0.04,62.02,44.06,Neutral,0.29,23.4523,Neutral,★★★☆☆ →,-0.13,0.0,-0.27,No,Not expected,Not imminent,2.1,Increasing,0.04,-0.13,Balanced metrics,23.38,Low,,740.0,,-
CGCB,Unknown,26.58,0.08,61.99,47.34,Neutral,0.39,26.6219,Neutral,★★★☆☆ →,0.08,0.0,-0.16,No,Not expected,Not imminent,2.0,Increasing,0.04,0.08,Balanced metrics,26.58,Low,,672.5,,-
HP,Energy,27.61,-0.79,61.97,64.73,Neutral,4.19,26.1428,Bullish,★★★☆☆ →,2.64,0.0,5.61,No,Not expected,Not imminent,1.8,Increasing,0.0,2.64,Strong trend,27.76,Low,,395.0,,-
TGNA,Communication Services,19.87,-0.25,61.93,45.74,Neutral,1.21,19.953,Neutral,★★★☆☆ →,0.76,0.0,-0.42,No,Not expected,Not imminent,1.9,Increasing,0.01,0.76,Balanced metrics,19.9,Low,,562.5,,-
CYTK,Healthcare,66.95,0.77,61.9,67.74,Neutral,4.06,62.257,Bullish,★★★☆☆ →,11.53,0.0,7.54,No,Not expected,Not imminent,2.0,Increasing,1.0,11.53,Strong trend; Healthy momentum; Recent high,68.49,Low,,100.0,,-
VTIP,Unknown,50.04,0.0,61.89,47.72,Neutral,0.12,50.0621,Neutral,★★★☆☆ →,0.0,0.0,-0.04,No,Not expected,Not imminent,2.1,Increasing,0.04,0.0,Balanced metrics,,Low,,695.0,,-
BIV,Unknown,77.96,0.06,61.88,47.61,Neutral,0.29,78.0685,Neutral,★★★☆☆ →,0.08,0.0,-0.14,No,Not expected,Not imminent,2.1,Increasing,0.04,0.08,Balanced metrics,77.97,Low,,672.5,,-
CRK,Energy,24.59,-2.81,61.88,71.38,Overbought,5.91,21.9015,Bullish,★★★☆☆ ↓,27.87,0.0,12.28,No,Likely soon,Not imminent,2.6,Increasing,0.01,27.87,Strong trend; Healthy momentum,25.96,High,,16.0,,-
EWTX,Healthcare,22.26,-2.15,61.84,70.84,Overbought,6.93,18.6654,Bullish,★★★☆☆ ↓,23.87,0.0,19.26,No,Likely soon,Not imminent,1.7,Increasing,0.0,23.87,Strong trend; Healthy momentum,23.32,High,,26.0,,-
JEPI,Unknown,56.39,-0.62,61.81,45.7,Neutral,0.74,56.6711,Neutral,★★★☆☆ →,0.0,0.0,-0.5,No,Not expected,Not imminent,2.2,Increasing,0.17,0.0,Balanced metrics,,Low,,695.0,,-
WDS,Energy,17.18,-0.92,61.81,64.45,Neutral,1.69,16.5301,Bullish,★★★☆☆ →,4.76,0.0,3.93,No,Not expected,Not imminent,2.4,Decreasing,0.01,4.76,Strong trend,17.34,Low,,273.0,,-
CART,Consumer Cyclical,40.51,-1.32,61.8,58.3,Neutral,4.1,38.7181,Bullish,★★★☆☆ →,8.2,0.0,4.63,No,Not expected,Not imminent,1.6,Increasing,0.0,8.2,Strong trend; Healthy momentum,41.17,Low,,148.5,,-
SCO,Unknown,18.35,0.0,61.8,50.63,Neutral,2.72,18.3491,Neutral,★★★☆☆ →,2.74,0.0,0.0,No,Not expected,Not imminent,1.7,Decreasing,0.01,2.74,Balanced metrics,18.45,Low,,390.5,,-
SPMB,Unknown,22.45,0.04,61.76,47.77,Neutral,0.32,22.4854,Neutral,★★★☆☆ →,-0.04,0.0,-0.16,No,Not expected,Not imminent,2.0,Increasing,0.05,-0.04,Balanced metrics,22.45,Low,,711.5,,-
GOVT,Unknown,23.11,0.09,61.75,47.85,Neutral,0.28,23.1402,Neutral,★★★☆☆ →,-0.04,0.0,-0.13,No,Not expected,Not imminent,1.9,Increasing,0.04,-0.04,Balanced metrics,23.11,Low,,711.5,,-
REET,Unknown,25.08,-0.48,61.71,42.11,Neutral,1.07,25.367,Bearish,★★★☆☆ →,-0.59,0.0,-1.13,No,Not expected,Not imminent,1.7,Increasing,0.05,-0.59,Balanced metrics,25.05,Low,,820.0,,-
AXGN,Healthcare,23.57,0.08,61.7,68.41,Neutral,5.29,22.0725,Bullish,★★★☆☆ →,1.38,0.0,6.78,No,Not expected,Not imminent,1.8,Increasing,0.14,1.38,Strong trend,23.64,High,,499.5,,-
GMED,Healthcare,83.64,-0.96,61.67,78.72,Overbought,4.5,72.7813,Bullish,★★★☆☆ ↓,36.67,0.0,14.92,Possible,Likely soon,Not imminent,1.7,Increasing,0.0,36.67,Strong trend; Healthy momentum,89.77,High,,11.0,,-
VRNT,Technology,20.27,-0.2,61.63,48.13,Neutral,0.17,20.2846,Neutral,★★★☆☆ →,-0.05,0.0,-0.07,No,Not expected,Not imminent,1.7,Decreasing,0.0,-0.05,Balanced metrics,20.27,Low,,717.0,,-
CAT,Industrials,552.05,-0.36,61.57,54.37,Neutral,3.99,550.5433,Neutral,★★★☆☆ →,-3.25,0.0,0.27,No,Not expected,Not imminent,2.3,Increasing,0.05,-3.25,Balanced metrics,548.46,Low,,1126.0,,-
INSP,Healthcare,84.87,-1.71,61.55,54.35,Neutral,5.25,82.8589,Bullish,★★★☆☆ →,15.14,0.0,2.43,No,Not expected,Not imminent,1.5,Increasing,0.0,15.14,Healthy momentum,87.44,High,,59.0,,-
XLRE,Unknown,40.68,-0.66,61.55,41.0,Neutral,1.29,41.2607,Bearish,★★★☆☆ →,-0.37,0.0,-1.41,No,Not expected,Not imminent,1.8,Increasing,0.0,-0.37,Balanced metrics,40.65,Low,,772.5,,-
